lat,lon,LST_Kelvin_mean
37.75,23.0,295.76146323276225
37.75,23.25,295.4708705774343
37.75,23.5,297.8560449310829
37.75,23.75,298.04295159095244
37.75,24.0,297.8287972295197
37.75,24.25,296.25196081892744
37.75,24.5,297.81099047905406
37.75,24.75,294.59193035455047
37.75,25.0,295.1139306286063
37.75,25.25,295.9825868290692
37.75,26.25,293.26263327767003
37.75,26.5,292.8108371514673
37.75,26.75,293.77464494036707
37.75,27.0,295.1346475562383
37.75,27.25,295.4261706277176
37.75,27.5,297.6359482389194
37.75,27.75,298.79578412353857
37.75,28.0,299.5122063499922
37.75,28.25,297.64775970012863
37.75,28.5,297.02158916338306
37.75,28.75,296.6696597871384
37.75,29.0,295.8569070065812
37.75,29.25,295.58078362761125
37.75,29.5,296.2463066086381
37.75,29.75,295.8975655594316
37.75,30.0,294.3610927912826
37.75,30.25,295.43670626612055
37.75,30.5,294.9080619090285
37.75,30.75,292.47196333375257
37.75,31.0,292.02787536017075
37.75,31.25,287.64863107979295
37.75,31.5,288.6585698579855
37.75,31.75,296.00562983736467
37.75,32.0,295.21539720404195
37.75,32.25,295.88490548881725
37.75,32.5,299.9692338164666
37.75,32.75,300.6840136399397
37.75,33.0,300.68007269628976
37.75,33.25,300.93633095287373
37.75,33.5,301.10534417935577
37.75,33.75,300.5481389048923
37.75,34.0,303.3022122617337
37.75,34.25,302.87147434755025
37.75,34.5,301.16073254184676
37.75,34.75,296.37312528220934
37.75,35.0,291.8553042132671
37.75,35.25,285.1165424797166
37.75,35.5,292.9704757843503
37.75,35.75,294.91570184731387
37.75,36.0,292.7514337128952
37.75,36.25,291.06150048524154
37.75,36.5,291.64317619231304
37.75,36.75,297.942274005386
37.75,37.0,294.9701063136092
37.75,37.25,293.65112124800294
37.75,37.5,299.4754697162788
37.75,37.75,301.0183171423927
37.75,38.0,301.6598481284698
38.0,-8.75,297.5079817825275
38.0,-8.5,300.65826879663535
38.0,-7.5,303.3014810028611
38.0,-7.25,302.58937713077523
38.0,-7.0,300.74986055626863
38.0,-6.75,299.367069226678
38.0,-6.5,299.72955328375025
38.0,-6.25,300.1175860787698
38.0,-6.0,300.65880081992856
38.0,-5.75,299.46613296403484
38.0,-5.5,298.67121870836854
38.0,-5.25,298.09498152113133
38.0,-5.0,297.4709778782127
38.0,-4.75,298.4205404950585
38.0,-4.5,300.2195094145601
38.0,-4.25,300.4982605233783
38.0,-4.0,300.8753503746735
38.0,-3.75,301.2476007680246
38.0,-3.5,299.7865811349074
38.0,-3.25,300.4311264166989
38.0,-3.0,296.8809430737021
38.0,-2.75,293.4035184960838
38.0,-2.5,295.0691602030732
38.0,-2.25,296.79537588127374
38.0,-2.0,298.0119333441604
38.0,-1.75,297.00810410272055
38.0,-1.5,298.1832985045023
38.0,-1.25,299.5841687877579
38.0,-1.0,298.6699711049285
38.0,-0.75,297.38255632179005
38.0,12.25,295.48727935311854
38.0,12.5,297.0658061010714
38.0,12.75,295.95171854539404
38.0,13.0,296.2495962924678
38.0,13.25,294.9005671008954
38.0,13.5,294.995584159151
38.0,14.0,292.97991143034113
38.0,14.25,293.2310694481967
38.0,14.5,291.56997944562136
38.0,14.75,291.2135612136191
38.0,15.0,292.40233685601913
38.0,15.25,292.74108165449513
38.0,15.5,293.0789153809228
38.0,15.75,294.18683555399286
38.0,16.0,294.05368268913816
38.0,16.25,297.07129332657246
38.0,20.5,297.1206157446743
38.0,20.75,294.3222006270837
38.0,21.0,295.63322834645663
38.0,21.25,296.7252008376272
38.0,21.5,296.9681210300772
38.0,21.75,294.88910506187096
38.0,22.0,292.55666393258184
38.0,22.25,290.4170970795178
38.0,22.5,292.8170084465806
38.0,22.75,296.8560489186676
